rfq_id,product_type,underlyings,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months
RFQ-006554,Kessel Run Snowball,NABO|REBL,worst_of,1.0,0.5385,5,3M,0.1668,100000,Chandrila Sovereign Fund,TRD-012,2018-08-15,False,2018-08-15,2022-02-20,
RFQ-006555,Kessel Run Snowball,HTTX|CORL,worst_of,1.0,0.6196,6,1M,0.332,250000,Nal Hutta Traders,TRD-039,2022-12-15,True,2022-12-17,2031-09-11,101.79
RFQ-006556,Kessel Run Snowball,CLNE|BSKR,worst_of,1.0,0.6,3,1M,0.2267,1000000,Jabba Asset Management,TRD-020,2020-01-03,False,2020-01-03,2023-02-11,
RFQ-006557,Wretched Hive Digital,HTTX|BSKR,worst_of,1.1516,0.6,0,1 month,0.4036,500000,Alderaan Wealth Partners,TRD-014,2022-05-05,False,2022-05-05,2024-10-05,
RFQ-006558,Sith Eternal Snowball,BSKR|NABO|CLNE,worst_of,1.0,0.5585,6,2M,0.1694,100000,Chandrila Sovereign Fund,TRD-005,2018-05-04,True,2018-05-08,2027-09-03,67.92
RFQ-006559,Holocron Reverse Convertible,DRC,single,1.2149,0.7322,0,trimestral,0.3245,250000,Alderaan Wealth Partners,TRD-037,2019-10-10,True,2019-10-11,2022-10-25,22.35
RFQ-006560,Kessel Run Snowball,SITH|MNDO,worst_of,1.0,0.5929,5,2M,0.2901,100000,Banco de Coruscant,TRD-037,2021-08-04,True,2021-08-06,2027-11-16,32.39
RFQ-006561,Mandalorian Twin-Win,WOOK,single,1.3538,0.7696,0,3M,0.23,500000,Kamino Cloning Trust,TRD-024,2022-04-25,True,2022-04-28,2027-09-20,39.3
RFQ-006562,Wretched Hive Digital,HTTX|KYBR,worst_of,1.2761,0.6,0,1M,0.3229,500000,Kamino Cloning Trust,TRD-039,2018-04-24,False,2018-04-24,2024-06-06,
RFQ-006563,Sith Eternal Snowball,MNDO|BSKR|NABO,worst_of,1.0,0.6175,1,3M,0.22,1000000,Nal Hutta Traders,TRD-020,2024-05-23,True,2024-05-28,2033-06-18,70.3
RFQ-006564,Holocron Reverse Convertible,CORL,single,1.3944,0.7379,0,1Y,0.297,5000000,Nal Hutta Traders,TRD-008,2017-02-02,False,2017-02-02,2026-12-17,
RFQ-006565,Wretched Hive Digital,NABO|WOOK,worst_of,1.3708,0.6,0,2M,0.1636,500000,First Order Financial,TRD-016,2021-06-21,False,2021-06-21,2030-12-21,
RFQ-006566,Wretched Hive Digital,DRC|JEDI,worst_of,1.1722,0.6,0,3M,0.2112,500000,Kamino Cloning Trust,TRD-035,2016-06-29,False,2016-06-29,2019-07-10,
RFQ-006567,Kessel Run Snowball,POBK|HTTX,worst_of,1.0,0.5185,4,3M,0.4159,250000,Corellian Capital,TRD-004,2023-06-08,True,2023-06-12,2028-01-16,48.65
RFQ-006568,Holocron Reverse Convertible,SITH,single,1.3836,0.7468,0,3M,0.2657,1000000,Jabba Asset Management,TRD-027,2022-07-11,False,2022-07-11,2027-11-19,
RFQ-006569,Kessel Run Snowball,JEDI|HTTX,worst_of,1.0,0.6386,3,6M,0.3015,100000,Kamino Cloning Trust,TRD-035,2021-09-06,False,2021-09-06,2028-09-27,
RFQ-006570,Death Star Phoenix Note,DRC|POBK,worst_of,0.9741,0.6414,0,1Y,0.4356,250000,Chandrila Sovereign Fund,TRD-038,2017-01-19,True,2017-01-20,2023-03-05,55.47
RFQ-006571,Sith Eternal Snowball,WOOK|KYBR|CORL,worst_of,1.0,0.5647,5,mensual,0.2216,250000,Jabba Asset Management,TRD-012,2023-10-09,True,2023-10-14,2028-05-22,34.12
RFQ-006572,Kessel Run Snowball,CLNE|BSKR,worst_of,1.0,0.6202,4,3M,0.2047,500000,Banco de Coruscant,TRD-004,2018-05-28,False,2018-05-28,2022-02-09,
RFQ-006573,Sith Eternal Snowball,MNDO|TECH|KYBR,worst_of,1.0,0.6024,3,M,0.2579,250000,Alderaan Wealth Partners,TRD-002,2018-10-15,True,2018-10-18,2023-02-07,32.13
RFQ-006574,Kessel Run Snowball,MNDO|NABO,worst_of,1.0,0.5861,6,2M,0.258,250000,Banco de Coruscant,TRD-028,2020-05-11,False,2020-05-11,2023-06-17,
RFQ-006575,Holocron Reverse Convertible,REBL,single,1.3041,0.7073,0,1M,0.2068,250000,Kamino Cloning Trust,TRD-002,2017-12-27,False,2017-12-27,2025-06-05,
RFQ-006576,Wretched Hive Digital,TECH|MNDO,worst_of,1.2235,0.6,0,6M,0.3507,250000,Nal Hutta Traders,TRD-005,2021-09-10,False,2021-09-10,2026-11-27,
RFQ-006577,Death Star Phoenix Note,CLNE|DRC,worst_of,0.9603,0.6345,2,3M,0.2714,100000,Nal Hutta Traders,TRD-017,2021-03-31,True,2021-04-03,2029-09-12,28.0
RFQ-006578,Holocron Reverse Convertible,WOOK,single,1.3358,0.787,0,2M,0.2743,100000,Jabba Asset Management,TRD-033,2017-12-21,True,2017-12-23,2026-09-30,41.38
RFQ-006579,Wretched Hive Digital,SITH|CORL,worst_of,1.2489,0.6,0,Q,0.2458,500000,Corellian Capital,TRD-024,2021-04-21,False,2021-04-21,2029-04-21,
RFQ-006580,Death Star Phoenix Note,WOOK|JEDI,worst_of,0.9757,0.6676,2,1M,0.1876,250000,Chandrila Sovereign Fund,TRD-037,2023-12-26,True,2023-12-31,2026-06-08,14.13
RFQ-006581,Kessel Run Snowball,MNDO|REBL,worst_of,1.0,0.6124,4,1M,0.2949,100000,Jabba Asset Management,TRD-035,2016-08-12,True,2016-08-13,2020-08-09,18.33
RFQ-006582,Wretched Hive Digital,JEDI|POBK,worst_of,1.2544,0.6,0,6M,0.3086,100000,Nal Hutta Traders,TRD-019,2018-06-21,True,2018-06-21,2021-07-25,33.97
RFQ-006583,Holocron Reverse Convertible,KYBR,single,1.2226,0.732,0,3M,0.243,250000,First Order Financial,TRD-010,2018-12-26,False,2018-12-26,2022-02-27,
RFQ-006584,Kessel Run Snowball,HTTX|CLNE,worst_of,1.0,0.6236,6,1D,0.2874,500000,Kamino Cloning Trust,TRD-032,2018-01-10,False,2018-01-10,2020-09-06,
RFQ-006585,Mandalorian Twin-Win,MNDO,single,1.2708,0.7939,0,6M,0.3248,250000,Jabba Asset Management,TRD-019,2022-02-18,False,2022-02-18,2028-03-27,
RFQ-006586,Mandalorian Twin-Win,TECH,single,1.32,0.7684,0,2M,0.3112,250000,Jabba Asset Management,TRD-028,2021-10-25,False,2021-10-25,2031-09-17,
RFQ-006587,Sith Eternal Snowball,KYBR|WOOK|JEDI,worst_of,1.0,0.6384,6,2M,0.2398,100000,Nal Hutta Traders,TRD-017,2023-11-21,False,2023-11-21,2028-07-02,
RFQ-006588,Wretched Hive Digital,CLNE|KYBR,worst_of,1.2299,0.6,0,3M,0.1871,100000,Alderaan Wealth Partners,TRD-028,2019-11-22,True,2019-11-24,2027-09-16,78.33
RFQ-006589,Sith Eternal Snowball,POBK|NABO|MNDO,worst_of,1.0,0.6148,4,mensual,0.2959,250000,First Order Financial,TRD-027,2023-05-16,True,2023-05-17,2026-10-21,31.01
RFQ-006590,Kessel Run Snowball,JEDI|CORL,worst_of,1.0,0.5157,5,Quarterly,0.2299,250000,Alderaan Wealth Partners,TRD-005,2023-08-01,True,2023-08-03,2032-02-05,53.41
RFQ-006591,Kessel Run Snowball,DRC|TECH,worst_of,1.0,0.6384,6,1M,0.3542,500000,Chandrila Sovereign Fund,TRD-013,2022-12-21,True,2022-12-22,2030-09-02,27.37
RFQ-006592,Mandalorian Twin-Win,POBK,single,1.3045,0.839,0,3M,0.3927,100000,Banco de Coruscant,TRD-024,2017-04-13,True,2017-04-15,2024-06-24,24.44
RFQ-006593,Sith Eternal Snowball,BSKR|CLNE|DRC,worst_of,1.0,0.5534,5,1Y,0.2969,100000,Chandrila Sovereign Fund,TRD-002,2023-04-21,True,2023-04-21,2030-03-19,68.41
RFQ-006594,Holocron Reverse Convertible,BSKR,single,1.367,0.7012,0,2M,0.263,250000,Corellian Capital,TRD-020,2022-05-19,True,2022-05-24,2028-01-10,30.3
RFQ-006595,Sith Eternal Snowball,BSKR|KYBR|JEDI,worst_of,1.0,0.6277,4,1Y,0.1922,5000000,Chandrila Sovereign Fund,TRD-003,2019-04-09,False,2019-04-09,2021-04-10,
RFQ-006596,Holocron Reverse Convertible,REBL,single,1.3766,0.7817,0,3M,0.1835,5000000,First Order Financial,TRD-032,2020-09-01,True,2020-09-05,2029-12-23,11.92
RFQ-006597,Mandalorian Twin-Win,TECH,single,1.2114,0.8196,0,1M,0.3432,250000,Chandrila Sovereign Fund,TRD-021,2024-04-04,True,2024-04-05,2029-03-14,8.1
RFQ-006598,Mandalorian Twin-Win,POBK,single,1.1638,0.7828,0,M,0.4271,500000,Chandrila Sovereign Fund,TRD-031,2017-12-28,True,2017-12-29,2026-07-26,12.2
RFQ-006599,Wretched Hive Digital,MNDO|SITH,worst_of,1.2316,0.6,0,3M,0.3393,100000,First Order Financial,TRD-003,2019-07-12,True,2019-07-16,2025-05-31,51.11
RFQ-006600,Wretched Hive Digital,CLNE|HTTX,worst_of,1.2685,0.6,0,3M,0.3635,500000,Corellian Capital,TRD-008,2019-04-04,True,2019-04-05,2029-02-21,123.18
RFQ-006601,Sith Eternal Snowball,HTTX|WOOK|KYBR,worst_of,1.0,0.6156,6,1Y,0.3357,100000,First Order Financial,TRD-026,2024-02-16,True,2024-02-19,2026-02-25,24.14
RFQ-006602,Mandalorian Twin-Win,BSKR,single,1.3589,0.7752,0,1M,0.3531,250000,Banco de Coruscant,TRD-007,2020-12-22,True,2020-12-27,2027-01-05,33.28
RFQ-006603,Mandalorian Twin-Win,JEDI,single,1.3575,0.7673,0,3 months,0.1593,100000,Jabba Asset Management,TRD-031,2017-11-09,True,2017-11-09,2021-10-10,42.06
RFQ-006604,Mandalorian Twin-Win,CORL,single,1.3762,0.8217,0,3M,0.2778,250000,Corellian Capital,TRD-038,2022-05-27,False,2022-05-27,2029-06-01,
RFQ-006605,Kessel Run Snowball,JEDI|MNDO,worst_of,1.0,0.6268,6,1M,0.2273,100000,Corellian Capital,TRD-008,2022-06-17,False,2022-06-17,2026-12-17,
RFQ-006606,Wretched Hive Digital,MNDO|CLNE,worst_of,1.3491,0.6,0,3M,0.2988,250000,Corellian Capital,TRD-025,2022-03-16,True,2022-03-19,2028-12-07,80.38
RFQ-006607,Death Star Phoenix Note,KYBR|WOOK,worst_of,1.0031,0.6198,1,1 month,0.2642,1000000,Chandrila Sovereign Fund,TRD-032,2021-11-17,True,2021-11-21,2027-11-05,23.63
RFQ-006608,Mandalorian Twin-Win,DRC,single,1.1718,0.7971,0,1Y,0.336,250000,Alderaan Wealth Partners,TRD-031,2020-07-20,False,2020-07-20,2023-09-29,
RFQ-006609,Death Star Phoenix Note,CLNE|POBK,worst_of,1.006,0.6093,3,6M,0.2452,250000,Kamino Cloning Trust,TRD-003,2023-11-24,False,2023-11-24,2026-03-29,
RFQ-006610,Holocron Reverse Convertible,TECH,single,1.3873,0.7654,0,Quarterly,0.3835,100000,Nal Hutta Traders,TRD-009,2024-02-29,False,2024-02-29,2029-05-02,
RFQ-006611,Mandalorian Twin-Win,CORL,single,1.3351,0.7985,0,mensual,0.2446,100000,Corellian Capital,TRD-002,2017-12-08,True,2017-12-13,2025-07-07,33.63
RFQ-006612,Sith Eternal Snowball,SITH|WOOK|HTTX,worst_of,1.0,0.6089,6,Annual,0.4003,1000000,Jabba Asset Management,TRD-032,2019-02-18,True,2019-02-22,2028-05-05,108.32
RFQ-006613,Holocron Reverse Convertible,WOOK,single,1.2688,0.719,0,3M,0.2954,2000000,Alderaan Wealth Partners,TRD-030,2016-08-30,False,2016-08-30,2019-09-28,
RFQ-006614,Death Star Phoenix Note,POBK|JEDI,worst_of,0.9624,0.6236,3,12M,0.2439,250000,Nal Hutta Traders,TRD-033,2022-04-04,False,2022-04-04,2027-05-27,
RFQ-006615,Holocron Reverse Convertible,REBL,single,1.1597,0.8494,0,6M,0.1653,5000000,Kamino Cloning Trust,TRD-020,2020-12-22,True,2020-12-22,2023-09-25,10.62
RFQ-006616,Kessel Run Snowball,CORL|HTTX,worst_of,1.0,0.5378,6,1D,0.4567,500000,First Order Financial,TRD-012,2018-11-28,False,2018-11-28,2025-03-04,
RFQ-006617,Kessel Run Snowball,SITH|WOOK,worst_of,1.0,0.5518,5,1D,0.2518,500000,Banco de Coruscant,TRD-034,2022-09-14,True,2022-09-14,2025-03-27,17.88
RFQ-006618,Mandalorian Twin-Win,WOOK,single,1.3952,0.8248,0,1 month,0.2761,250000,Chandrila Sovereign Fund,TRD-012,2023-03-24,True,2023-03-29,2026-06-05,30.33
RFQ-006619,Wretched Hive Digital,JEDI|REBL,worst_of,1.1796,0.6,0,1M,0.1515,250000,Corellian Capital,TRD-035,2021-05-19,True,2021-05-24,2030-03-31,53.68
RFQ-006620,Death Star Phoenix Note,HTTX|TECH,worst_of,0.9685,0.682,2,6M,0.381,1000000,Jabba Asset Management,TRD-001,2023-10-19,False,2023-10-19,2029-10-28,
RFQ-006621,Mandalorian Twin-Win,JEDI,single,1.229,0.8419,0,6M,0.1422,250000,Nal Hutta Traders,TRD-011,2019-04-02,False,2019-04-02,2022-01-26,
RFQ-006622,Sith Eternal Snowball,CORL|HTTX|JEDI,worst_of,1.0,0.5697,6,3M,0.3612,250000,Chandrila Sovereign Fund,TRD-030,2020-09-01,True,2020-09-03,2023-05-12,32.82
RFQ-006623,Death Star Phoenix Note,TECH|HTTX,worst_of,1.0147,0.5722,3,3 months,0.3516,100000,Kamino Cloning Trust,TRD-033,2017-05-19,True,2017-05-23,2020-05-22,32.31
RFQ-006624,Kessel Run Snowball,KYBR|JEDI,worst_of,1.0,0.5538,3,6M,0.2084,100000,Jabba Asset Management,TRD-033,2018-08-08,False,2018-08-08,2022-07-21,
RFQ-006625,Death Star Phoenix Note,MNDO|NABO,worst_of,1.0489,0.6072,3,1M,0.2627,250000,Alderaan Wealth Partners,TRD-005,2023-11-01,True,2023-11-04,2031-04-17,52.19
RFQ-006626,Mandalorian Twin-Win,REBL,single,1.22,0.8101,0,1M,0.1788,250000,Corellian Capital,TRD-033,2017-02-03,True,2017-02-08,2024-09-24,7.22
RFQ-006627,Death Star Phoenix Note,KYBR|CLNE,worst_of,1.0381,0.5627,0,mensual,0.1592,5000000,Kamino Cloning Trust,TRD-031,2019-09-10,True,2019-09-12,2027-08-28,37.83
RFQ-006628,Death Star Phoenix Note,KYBR|NABO,worst_of,1.0375,0.6647,0,1D,0.1433,250000,Chandrila Sovereign Fund,TRD-015,2021-01-28,False,2021-01-28,2026-03-20,
RFQ-006629,Wretched Hive Digital,BSKR|POBK,worst_of,1.2568,0.6,0,3 months,0.3912,250000,Corellian Capital,TRD-002,2021-08-10,True,2021-08-10,2029-10-19,76.44
RFQ-006630,Wretched Hive Digital,BSKR|REBL,worst_of,1.3695,0.6,0,2M,0.2154,250000,Chandrila Sovereign Fund,TRD-033,2020-01-21,True,2020-01-21,2024-05-16,37.08
RFQ-006631,Kessel Run Snowball,CORL|WOOK,worst_of,1.0,0.5104,4,3M,0.2621,250000,Corellian Capital,TRD-038,2022-01-24,True,2022-01-26,2029-08-29,41.99
RFQ-006632,Holocron Reverse Convertible,REBL,single,1.3889,0.795,0,3M,0.1573,2000000,Corellian Capital,TRD-028,2020-02-04,True,2020-02-09,2026-01-25,13.06
RFQ-006633,Holocron Reverse Convertible,JEDI,single,1.3422,0.756,0,2M,0.1332,500000,Jabba Asset Management,TRD-004,2019-08-14,True,2019-08-16,2027-02-02,69.72
RFQ-006634,Kessel Run Snowball,KYBR|DRC,worst_of,1.0,0.5347,5,6M,0.2768,100000,Nal Hutta Traders,TRD-014,2016-08-15,False,2016-08-15,2020-08-11,
RFQ-006635,Holocron Reverse Convertible,NABO,single,1.3164,0.7566,0,6M,0.1024,250000,Corellian Capital,TRD-022,2020-12-08,True,2020-12-12,2028-11-23,53.19
RFQ-006636,Sith Eternal Snowball,BSKR|JEDI|DRC,worst_of,1.0,0.6353,2,6M,0.2759,100000,Chandrila Sovereign Fund,TRD-030,2016-12-20,True,2016-12-21,2019-01-03,21.61
RFQ-006637,Holocron Reverse Convertible,WOOK,single,1.2819,0.8261,0,1Y,0.2679,2000000,Kamino Cloning Trust,TRD-014,2024-04-30,True,2024-05-05,2032-07-18,30.47
RFQ-006638,Holocron Reverse Convertible,POBK,single,1.3097,0.7363,0,1Y,0.5017,500000,First Order Financial,TRD-012,2019-04-19,False,2019-04-19,2025-03-24,
RFQ-006639,Mandalorian Twin-Win,TECH,single,1.3833,0.7952,0,12M,0.381,100000,Banco de Coruscant,TRD-032,2021-04-09,False,2021-04-09,2027-09-11,
RFQ-006640,Wretched Hive Digital,TECH|SITH,worst_of,1.3653,0.6,0,mensual,0.3207,100000,First Order Financial,TRD-028,2020-06-30,True,2020-07-05,2024-08-08,43.61
RFQ-006641,Death Star Phoenix Note,KYBR|POBK,worst_of,1.0217,0.6221,3,M,0.3792,250000,Chandrila Sovereign Fund,TRD-016,2019-10-30,True,2019-11-01,2024-11-22,32.16
RFQ-006642,Kessel Run Snowball,JEDI|REBL,worst_of,1.0,0.5851,4,trimestral,0.1533,1000000,Kamino Cloning Trust,TRD-022,2024-06-19,True,2024-06-23,2031-01-29,24.8
RFQ-006643,Mandalorian Twin-Win,HTTX,single,1.3524,0.8144,0,2M,0.4593,100000,Corellian Capital,TRD-006,2024-05-08,False,2024-05-08,2027-09-09,
RFQ-006644,Mandalorian Twin-Win,KYBR,single,1.2159,0.8171,0,1Y,0.1924,2000000,Banco de Coruscant,TRD-005,2019-12-19,True,2019-12-19,2024-12-26,31.08
RFQ-006645,Holocron Reverse Convertible,TECH,single,1.2222,0.8144,0,3M,0.3648,1000000,First Order Financial,TRD-032,2022-09-05,False,2022-09-05,2025-10-29,
RFQ-006646,Holocron Reverse Convertible,HTTX,single,1.165,0.8027,0,6M,0.46,5000000,Alderaan Wealth Partners,TRD-033,2017-09-27,True,2017-09-28,2021-03-29,13.63
RFQ-006647,Holocron Reverse Convertible,WOOK,single,1.2325,0.751,0,3M,0.2721,100000,Kamino Cloning Trust,TRD-029,2022-01-10,True,2022-01-13,2026-12-24,33.14
RFQ-006648,Wretched Hive Digital,MNDO|KYBR,worst_of,1.2744,0.6,0,1Y,0.3099,1000000,Kamino Cloning Trust,TRD-010,2021-09-14,True,2021-09-15,2025-05-04,42.18
RFQ-006649,Wretched Hive Digital,REBL|WOOK,worst_of,1.2779,0.6,0,1M,0.2562,100000,Chandrila Sovereign Fund,TRD-017,2018-04-24,True,2018-04-29,2027-09-29,63.59
RFQ-006650,Mandalorian Twin-Win,TECH,single,1.2534,0.809,0,1M,0.3201,100000,Chandrila Sovereign Fund,TRD-002,2018-10-26,False,2018-10-26,2023-08-13,
RFQ-006651,Death Star Phoenix Note,POBK|SITH,worst_of,0.9906,0.5538,1,6M,0.3956,500000,Kamino Cloning Trust,TRD-015,2021-02-22,True,2021-02-22,2024-09-05,26.44
RFQ-006652,Mandalorian Twin-Win,TECH,single,1.3985,0.8066,0,1M,0.3184,2000000,Alderaan Wealth Partners,TRD-025,2020-12-24,True,2020-12-26,2026-04-08,31.65
RFQ-006653,Wretched Hive Digital,HTTX|TECH,worst_of,1.296,0.6,0,6M,0.3788,1000000,Kamino Cloning Trust,TRD-012,2023-10-24,False,2023-10-24,2028-11-12,
RFQ-006654,Holocron Reverse Convertible,KYBR,single,1.2061,0.7294,0,3 months,0.1874,500000,Alderaan Wealth Partners,TRD-004,2022-09-30,False,2022-09-30,2032-02-14,
RFQ-006655,Mandalorian Twin-Win,DRC,single,1.3358,0.7958,0,1M,0.3029,250000,Kamino Cloning Trust,TRD-024,2017-08-29,True,2017-08-29,2024-03-04,15.02
RFQ-006656,Wretched Hive Digital,DRC|CLNE,worst_of,1.1766,0.6,0,trimestral,0.232,250000,Jabba Asset Management,TRD-008,2017-07-28,False,2017-07-28,2024-03-17,
RFQ-006657,Mandalorian Twin-Win,BSKR,single,1.2432,0.8277,0,1M,0.331,100000,Banco de Coruscant,TRD-024,2022-12-07,True,2022-12-08,2030-04-11,28.56
RFQ-006658,Sith Eternal Snowball,CLNE|BSKR|HTTX,worst_of,1.0,0.6284,4,mensual,0.2745,250000,Alderaan Wealth Partners,TRD-013,2022-04-13,False,2022-04-13,2028-04-02,
RFQ-006659,Wretched Hive Digital,CORL|WOOK,worst_of,1.1631,0.6,0,3M,0.2756,500000,Chandrila Sovereign Fund,TRD-018,2022-10-10,False,2022-10-10,2025-10-05,
RFQ-006660,Mandalorian Twin-Win,CLNE,single,1.3583,0.7955,0,3M,0.1603,250000,Kamino Cloning Trust,TRD-038,2023-07-10,False,2023-07-10,2031-06-13,
RFQ-006661,Sith Eternal Snowball,CLNE|REBL|HTTX,worst_of,1.0,0.5604,4,3M,0.2661,1000000,Nal Hutta Traders,TRD-003,2023-10-11,True,2023-10-13,2031-09-22,90.27
RFQ-006662,Sith Eternal Snowball,TECH|NABO|POBK,worst_of,1.0,0.5883,0,1D,0.2762,250000,Corellian Capital,TRD-037,2019-08-30,True,2019-09-01,2024-12-06,14.06
RFQ-006663,Kessel Run Snowball,MNDO|DRC,worst_of,1.0,0.6476,3,1M,0.3711,1000000,First Order Financial,TRD-038,2019-07-04,False,2019-07-04,2024-11-29,
RFQ-006664,Mandalorian Twin-Win,TECH,single,1.3251,0.8384,0,trimestral,0.2834,100000,Kamino Cloning Trust,TRD-025,2020-07-02,False,2020-07-02,2023-07-11,
RFQ-006665,Death Star Phoenix Note,REBL|BSKR,worst_of,1.0193,0.6703,2,2M,0.2078,250000,First Order Financial,TRD-030,2020-02-14,False,2020-02-14,2022-04-05,
RFQ-006666,Wretched Hive Digital,REBL|TECH,worst_of,1.22,0.6,0,3M,0.2931,1000000,Nal Hutta Traders,TRD-007,2023-06-08,False,2023-06-08,2030-12-30,
RFQ-006667,Death Star Phoenix Note,JEDI|TECH,worst_of,1.0135,0.6222,3,6M,0.2531,100000,Nal Hutta Traders,TRD-038,2020-10-28,True,2020-10-29,2026-02-23,44.78
RFQ-006668,Sith Eternal Snowball,JEDI|TECH|CLNE,worst_of,1.0,0.6067,0,6M,0.1802,100000,Chandrila Sovereign Fund,TRD-024,2021-08-19,False,2021-08-19,2029-02-10,
RFQ-006669,Sith Eternal Snowball,CLNE|KYBR|CORL,worst_of,1.0,0.6011,0,M,0.2249,250000,Banco de Coruscant,TRD-006,2020-06-08,False,2020-06-08,2026-01-02,
RFQ-006670,Death Star Phoenix Note,TECH|POBK,worst_of,1.0307,0.6173,2,6M,0.3485,500000,Corellian Capital,TRD-029,2023-09-04,False,2023-09-04,2032-07-23,
RFQ-006671,Kessel Run Snowball,REBL|JEDI,worst_of,1.0,0.5537,4,1D,0.1575,100000,Alderaan Wealth Partners,TRD-004,2021-05-13,True,2021-05-16,2024-11-02,11.56
RFQ-006672,Kessel Run Snowball,HTTX|DRC,worst_of,1.0,0.5493,5,1M,0.4006,500000,First Order Financial,TRD-017,2023-10-13,False,2023-10-13,2026-01-07,
RFQ-006673,Wretched Hive Digital,NABO|BSKR,worst_of,1.1895,0.6,0,1M,0.2147,1000000,Kamino Cloning Trust,TRD-011,2017-07-03,True,2017-07-06,2027-02-16,99.97
RFQ-006674,Sith Eternal Snowball,CLNE|POBK|NABO,worst_of,1.0,0.5907,0,1M,0.1946,100000,Jabba Asset Management,TRD-027,2023-02-06,True,2023-02-08,2028-12-23,34.98
RFQ-006675,Kessel Run Snowball,WOOK|MNDO,worst_of,1.0,0.5144,5,2M,0.3521,100000,Kamino Cloning Trust,TRD-020,2021-03-03,False,2021-03-03,2030-01-16,
RFQ-006676,Holocron Reverse Convertible,TECH,single,1.2384,0.7817,0,6M,0.3765,500000,First Order Financial,TRD-035,2023-07-26,False,2023-07-26,2027-12-21,
RFQ-006677,Mandalorian Twin-Win,TECH,single,1.2375,0.7673,0,3M,0.3481,100000,Chandrila Sovereign Fund,TRD-004,2019-01-23,True,2019-01-27,2026-10-25,27.07
RFQ-006678,Kessel Run Snowball,CLNE|REBL,worst_of,1.0,0.6234,6,3M,0.1423,100000,Corellian Capital,TRD-019,2017-11-27,False,2017-11-27,2026-03-22,
RFQ-006679,Wretched Hive Digital,TECH|KYBR,worst_of,1.1588,0.6,0,6M,0.2653,100000,First Order Financial,TRD-028,2023-12-29,True,2023-12-31,2026-08-10,23.88
RFQ-006680,Sith Eternal Snowball,CLNE|DRC|SITH,worst_of,1.0,0.5973,5,3M,0.2733,100000,Kamino Cloning Trust,TRD-009,2020-01-06,True,2020-01-08,2026-09-21,56.87
RFQ-006681,Holocron Reverse Convertible,SITH,single,1.2415,0.7656,0,3M,0.2285,250000,Jabba Asset Management,TRD-024,2018-07-03,False,2018-07-03,2020-08-07,
RFQ-006682,Kessel Run Snowball,CORL|TECH,worst_of,1.0,0.5589,5,3 months,0.3542,100000,Alderaan Wealth Partners,TRD-030,2023-03-06,True,2023-03-10,2028-02-21,32.02
RFQ-006683,Holocron Reverse Convertible,NABO,single,1.2548,0.7576,0,3M,0.1292,100000,First Order Financial,TRD-002,2016-12-27,True,2016-12-30,2026-05-27,77.48
RFQ-006684,Mandalorian Twin-Win,REBL,single,1.1897,0.8102,0,Quarterly,0.1695,100000,Alderaan Wealth Partners,TRD-018,2017-09-28,True,2017-10-03,2025-10-07,7.82
RFQ-006685,Sith Eternal Snowball,NABO|CLNE|MNDO,worst_of,1.0,0.6267,4,1Y,0.1833,100000,Corellian Capital,TRD-034,2023-04-28,True,2023-04-30,2027-10-26,45.73
RFQ-006686,Holocron Reverse Convertible,CLNE,single,1.1815,0.7574,0,6M,0.1655,500000,Alderaan Wealth Partners,TRD-007,2019-02-26,True,2019-02-26,2024-01-15,45.87
RFQ-006687,Kessel Run Snowball,KYBR|BSKR,worst_of,1.0,0.5978,5,6M,0.2584,250000,Corellian Capital,TRD-012,2020-12-14,False,2020-12-14,2023-10-08,
RFQ-006688,Wretched Hive Digital,SITH|WOOK,worst_of,1.1593,0.6,0,1Y,0.2769,1000000,Chandrila Sovereign Fund,TRD-017,2018-12-14,True,2018-12-15,2027-02-20,74.24
RFQ-006689,Sith Eternal Snowball,BSKR|HTTX|TECH,worst_of,1.0,0.5975,1,6M,0.3844,100000,Alderaan Wealth Partners,TRD-037,2023-06-30,True,2023-07-02,2025-11-26,29.02
RFQ-006690,Wretched Hive Digital,NABO|WOOK,worst_of,1.3115,0.6,0,3M,0.2068,1000000,Kamino Cloning Trust,TRD-016,2022-09-26,True,2022-10-01,2032-08-05,107.71
RFQ-006691,Wretched Hive Digital,POBK|WOOK,worst_of,1.218,0.6,0,1M,0.4045,100000,Kamino Cloning Trust,TRD-029,2021-12-31,True,2022-01-04,2027-06-26,48.89
RFQ-006692,Holocron Reverse Convertible,CLNE,single,1.1673,0.7398,0,3M,0.1745,250000,Alderaan Wealth Partners,TRD-018,2021-01-01,True,2021-01-02,2025-10-22,38.15
RFQ-006693,Death Star Phoenix Note,POBK|MNDO,worst_of,0.9942,0.6191,1,1M,0.3741,100000,Kamino Cloning Trust,TRD-013,2022-03-17,False,2022-03-17,2025-09-11,
RFQ-006694,Mandalorian Twin-Win,REBL,single,1.3009,0.8267,0,Quarterly,0.1885,500000,Kamino Cloning Trust,TRD-002,2022-05-19,False,2022-05-19,2025-03-08,
RFQ-006695,Kessel Run Snowball,REBL|KYBR,worst_of,1.0,0.5035,5,6M,0.1981,500000,Banco de Coruscant,TRD-016,2017-10-11,False,2017-10-11,2027-06-21,
